t_s,v_volt,is_amp,i_amp,q_coulomb,soc_percent,v_model_volt,residual_volt,power_watt
1273,3.78009576587,0.361990423413,0.74,942.02,64.6388888889,3.78009576587,4.21884749358e-14,2.79727086675
1274,3.77989426176,0.362010573824,0.74,942.76,64.6111111111,3.77989426176,3.10862446895e-15,2.7971217537
1275,3.77969275781,0.362030724219,0.74,943.5,64.5833333333,3.77969275781,3.77475828373e-14,2.79697264078
1276,3.77949125403,0.362050874597,0.74,944.24,64.5555555556,3.77949125403,3.19744231092e-14,2.79682352798
1277,3.7792897504,0.36207102496,0.74,944.98,64.5277777778,3.7792897504,2.30926389122e-14,2.7966744153
1278,3.77908824692,0.362091175308,0.74,945.72,64.5,3.77908824692,2.62012633812e-14,2.79652530272
1279,3.77888674359,0.362111325641,0.74,946.46,64.4722222222,3.77888674359,3.50830475782e-14,2.79637619026
1280,3.77868524039,0.362131475961,0.74,947.2,64.4444444444,3.77868524039,1.99840144433e-14,2.79622707789
1281,3.77848373732,0.362151626268,0.74,947.94,64.4166666667,3.77848373732,4.48530101949e-14,2.79607796562
1282,3.77828223438,0.362171776562,0.74,948.68,64.3888888889,3.77828223438,5.77315972805e-15,2.79592885344
1283,3.77808073155,0.362191926845,0.74,949.42,64.3611111111,3.77808073155,3.28626015289e-14,2.79577974135
1284,3.77787922884,0.362212077116,0.74,950.16,64.3333333333,3.77787922884,6.2172489379e-14,2.79563062934
1285,3.77767772622,0.362232227378,0.74,950.9,64.3055555556,3.77767772622,3.33066907388e-14,2.7954815174
1286,3.77747622371,0.362252377629,0.74,951.64,64.2777777778,3.77747622371,3.5527136788e-15,2.79533240554
1287,3.77727472128,0.362272527872,0.74,952.38,64.25,3.77727472128,3.37507799486e-14,2.79518329375
1288,3.77707321894,0.362292678106,0.74,953.12,64.2222222222,3.77707321894,1.82076576039e-14,2.79503418202
1289,3.77687171668,0.362312828332,0.74,953.86,64.1944444444,3.77687171668,-5.3290705182e-15,2.79488507035
1290,3.77667021449,0.362332978551,0.74,954.6,64.1666666667,3.77667021449,3.37507799486e-14,2.79473595873
1291,3.77646871237,0.362353128763,0.74,955.34,64.1388888889,3.77646871237,3.41948691585e-14,2.79458684715
1292,3.7762672103,0.36237327897,0.74,956.08,64.1111111111,3.7762672103,1.33226762955e-14,2.79443773562
1293,3.77606570829,0.362393429171,0.74,956.82,64.0833333333,3.77606570829,-1.1990408666e-14,2.79428862414
1294,3.77586420632,0.362413579368,0.74,957.56,64.0555555556,3.77586420632,3.33066907388e-14,2.79413951268
1295,3.7756627044,0.36243372956,0.74,958.3,64.0277777778,3.7756627044,2.48689957516e-14,2.79399040125
1296,3.7754612025,0.36245387975,0.74,959.04,64,3.7754612025,1.02140518266e-14,2.79384128985
1297,3.77525970063,0.362474029937,0.74,959.78,63.9722222222,3.77525970063,3.59712259979e-14,2.79369217847
1298,3.77505819878,0.362494180122,0.74,960.52,63.9444444444,3.77505819878,5.77315972805e-15,2.7935430671
1299,3.77485669695,0.362514330305,0.74,961.26,63.9166666667,3.77485669695,-7.54951656745e-15,2.79339395574
1300,3.77465519512,0.362534480488,0.74,962,63.8888888889,3.77465519512,1.06581410364e-14,2.79324484439
1301,3.77445369329,0.362554630671,0.74,962.74,63.8611111111,3.77445369329,1.64313007645e-14,2.79309573304
1302,3.77425219146,0.362574780854,0.74,963.48,63.8333333333,3.77425219146,-7.1054273576e-15,2.79294662168
1303,3.77405068962,0.362594931038,0.74,964.22,63.8055555556,3.77405068962,3.19744231092e-14,2.79279751032
1304,3.77384918775,0.362615081225,0.74,964.96,63.7777777778,3.77384918775,2.53130849615e-14,2.79264839894
1305,3.77364768586,0.362635231414,0.74,965.7,63.75,3.77364768586,1.7763568394e-15,2.79249928754
1306,3.77344618394,0.362655381606,0.74,966.44,63.7222222222,3.77344618394,1.64313007645e-14,2.79235017612
1307,3.77324468198,0.362675531802,0.74,967.18,63.6944444444,3.77324468198,3.41948691585e-14,2.79220106467
1308,3.77304317998,0.362695682002,0.74,967.92,63.6666666667,3.77304317998,-1.33226762955e-14,2.79205195318
1309,3.77284167792,0.362715832208,0.74,968.66,63.6388888889,3.77284167792,2.79776202206e-14,2.79190284166
1310,3.77264017581,0.362735982419,0.74,969.4,63.6111111111,3.77264017581,2.22044604925e-14,2.7917537301
1311,3.77243867363,0.362756132637,0.74,970.14,63.5833333333,3.77243867363,2.75335310107e-14,2.79160461849
1312,3.77223717138,0.362776282862,0.74,970.88,63.5555555556,3.77223717138,8.881784197e-15,2.79145550682
1313,3.77203566906,0.362796433094,0.74,971.62,63.5277777778,3.77203566906,4.04121180964e-14,2.7913063951
1314,3.77183416665,0.362816583335,0.74,972.36,63.5,3.77183416665,1.73194791842e-14,2.79115728332
1315,3.77163266415,0.362836733585,0.74,973.1,63.4722222222,3.77163266415,-1.33226762955e-15,2.79100817147
1316,3.77143116155,0.362856883845,0.74,973.84,63.4444444444,3.77143116155,3.46389583683e-14,2.79085905955
1317,3.77122965885,0.362877034115,0.74,974.58,63.4166666667,3.77122965885,-8.881784197e-16,2.79070994755
1318,3.77102815604,0.362897184396,0.74,975.32,63.3888888889,3.77102815604,9.7699626167e-15,2.79056083547
1319,3.77082665312,0.362917334688,0.74,976.06,63.3611111111,3.77082665312,7.54951656745e-15,2.79041172331
1320,3.77062515007,0.362937484993,0.74,976.8,63.3333333333,3.77062515007,-2.0872192863e-14,2.79026261105
1321,3.77042364689,0.362957635311,0.74,977.54,63.3055555556,3.77042364689,1.68753899743e-14,2.7901134987
1322,3.77022214357,0.362977785643,0.74,978.28,63.2777777778,3.77022214357,3.01980662698e-14,2.78996438624
1323,3.77002064011,0.362997935989,0.74,979.02,63.25,3.77002064011,3.41948691585e-14,2.78981527368
1324,3.7698191365,0.36301808635,0.74,979.76,63.2222222222,3.7698191365,1.7763568394e-15,2.78966616101
1325,3.76961763274,0.363038236726,0.74,980.5,63.1944444444,3.76961763274,3.90798504668e-14,2.78951704823
1326,3.76941612881,0.363058387119,0.74,981.24,63.1666666667,3.76941612881,1.11022302463e-14,2.78936793532
1327,3.76921462471,0.363078537529,0.74,981.98,63.1388888889,3.76921462471,-4.4408920985e-16,2.78921882229
1328,3.76901312044,0.363098687956,0.74,982.72,63.1111111111,3.76901312044,4.4408920985e-14,2.78906970913
1329,3.76881161599,0.363118838401,0.74,983.46,63.0833333333,3.76881161599,1.7763568394e-15,2.78892059583
1330,3.76861011134,0.363138988866,0.74,984.2,63.0555555556,3.76861011134,0,2.78877148239
1331,3.7684086065,0.36315913935,0.74,984.94,63.0277777778,3.7684086065,8.881784197e-15,2.78862236881
1332,3.76820710145,0.363179289855,0.74,985.68,63,3.76820710145,1.55431223448e-14,2.78847325508
1333,3.7680055962,0.36319944038,0.74,986.42,62.9722222222,3.7680055962,1.82076576039e-14,2.78832414119
1334,3.76780409073,0.363219590927,0.74,987.16,62.9444444444,3.76780409073,2.22044604925e-15,2.78817502714
1335,3.76760258504,0.363239741496,0.74,987.9,62.9166666667,3.76760258504,2.13162820728e-14,2.78802591293
1336,3.76740107911,0.363259892089,0.74,988.64,62.8888888889,3.76740107911,2.84217094304e-14,2.78787679854
1337,3.76719957295,0.363280042705,0.74,989.38,62.8611111111,3.76719957295,1.73194791842e-14,2.78772768398
1338,3.76699806655,0.363300193345,0.74,990.12,62.8333333333,3.76699806655,-7.1054273576e-15,2.78757856924
1339,3.76679655989,0.363320344011,0.74,990.86,62.8055555556,3.76679655989,1.33226762955e-15,2.78742945432
1340,3.76659505298,0.363340494702,0.74,991.6,62.7777777778,3.76659505298,1.24344978758e-14,2.78728033921
1341,3.7663935458,0.36336064542,0.74,992.34,62.75,3.7663935458,6.66133814775e-15,2.78713122389
1342,3.76619203836,0.363380796164,0.74,993.08,62.7222222222,3.76619203836,3.41948691585e-14,2.78698210838
1343,3.76599053063,0.363400946937,0.74,993.82,62.6944444444,3.76599053063,8.881784197e-15,2.78683299267
1344,3.76578902262,0.363421097738,0.74,994.56,62.6666666667,3.76578902262,-2.22044604925e-15,2.78668387674
1345,3.76558751432,0.363441248568,0.74,995.3,62.6388888889,3.76558751432,2.13162820728e-14,2.7865347606
1346,3.76538600572,0.363461399428,0.74,996.04,62.6111111111,3.76538600572,1.99840144433e-14,2.78638564423
1347,3.76518449681,0.363481550319,0.74,996.78,62.5833333333,3.76518449681,2.88657986403e-14,2.78623652764
1348,3.76498298759,0.363501701241,0.74,997.52,62.5555555556,3.76498298759,5.77315972805e-15,2.78608741082
1349,3.76478147805,0.363521852195,0.74,998.26,62.5277777778,3.76478147805,1.33226762955e-15,2.78593829376
1350,3.76457996819,0.363542003181,0.74,999,62.5,3.76457996819,1.33226762955e-14,2.78578917646
1351,3.76437845799,0.363562154201,0.74,999.74,62.4722222222,3.76437845799,2.0872192863e-14,2.78564005891
1352,3.76417694745,0.363582305255,0.74,1000.48,62.4444444444,3.76417694745,6.66133814775e-15,2.78549094111
1353,3.76397543656,0.363602456344,0.74,1001.22,62.4166666667,3.76397543656,-1.28785870857e-14,2.78534182305
1354,3.76377392531,0.363622607469,0.74,1001.96,62.3888888889,3.76377392531,1.33226762955e-14,2.78519270473
1355,3.76357241371,0.363642758629,0.74,1002.7,62.3611111111,3.76357241371,-2.6645352591e-15,2.78504358614
1356,3.76337090173,0.363662909827,0.74,1003.44,62.3333333333,3.76337090173,-3.06421554797e-14,2.78489446728
1357,3.76316938938,0.363683061062,0.74,1004.18,62.3055555556,3.76316938938,2.13162820728e-14,2.78474534814
1358,3.76296787664,0.363703212336,0.74,1004.92,62.2777777778,3.76296787664,-9.7699626167e-15,2.78459622871
1359,3.76276636351,0.363723363649,0.74,1005.66,62.25,3.76276636351,1.7763568394e-15,2.784447109
1360,3.76256484998,0.363743515002,0.74,1006.4,62.2222222222,3.76256484998,1.24344978758e-14,2.78429798899
1361,3.76236333605,0.363763666395,0.74,1007.14,62.1944444444,3.76236333605,-1.82076576039e-14,2.78414886868
1362,3.7621618217,0.36378381783,0.74,1007.88,62.1666666667,3.7621618217,1.11022302463e-14,2.78399974806
1363,3.76196030694,0.363803969306,0.74,1008.62,62.1388888889,3.76196030694,3.28626015289e-14,2.78385062713
1364,3.76175879174,0.363824120826,0.74,1009.36,62.1111111111,3.76175879174,3.77475828373e-14,2.78370150589
1365,3.76155727611,0.363844272389,0.74,1010.1,62.0833333333,3.76155727611,1.55431223448e-14,2.78355238432
1366,3.76135576004,0.363864423996,0.74,1010.84,62.0555555556,3.76135576004,3.99680288865e-14,2.78340326243
1367,3.76115424351,0.363884575649,0.74,1011.58,62.0277777778,3.76115424351,4.30766533555e-14,2.7832541402
1368,3.76095272653,0.363904727347,0.74,1012.32,62,3.76095272653,1.28785870857e-14,2.78310501763
1369,3.76075120908,0.363924879092,0.74,1013.06,61.9722222222,3.76075120908,1.82076576039e-14,2.78295589472
1370,3.76054969116,0.363945030884,0.74,1013.8,61.9444444444,3.76054969116,1.55431223448e-14,2.78280677146
1371,3.76034817276,0.363965182724,0.74,1014.54,61.9166666667,3.76034817276,-1.59872115546e-14,2.78265764784
1372,3.76014665387,0.363985334613,0.74,1015.28,61.8888888889,3.76014665387,1.55431223448e-14,2.78250852386
1373,3.75994513448,0.364005486552,0.74,1016.02,61.8611111111,3.75994513448,-3.5527136788e-15,2.78235939952
1374,3.75974361459,0.364025638541,0.74,1016.76,61.8333333333,3.75974361459,1.06581410364e-14,2.7822102748
1375,3.75954209419,0.364045790581,0.74,1017.5,61.8055555556,3.75954209419,-3.50830475782e-14,2.7820611497
1376,3.75934057327,0.364065942673,0.74,1018.24,61.7777777778,3.75934057327,1.90958360236e-14,2.78191202422
1377,3.75913905182,0.364086094818,0.74,1018.98,61.75,3.75913905182,1.15463194561e-14,2.78176289835
1378,3.75893752984,0.364106247016,0.74,1019.72,61.7222222222,3.75893752984,5.3290705182e-15,2.78161377208
1379,3.75873600732,0.364126399268,0.74,1020.46,61.6944444444,3.75873600732,2.53130849615e-14,2.78146464541
1380,3.75853448424,0.364146551576,0.74,1021.2,61.6666666667,3.75853448424,6.2172489379e-15,2.78131551834
1381,3.75833296061,0.364166703939,0.74,1021.94,61.6388888889,3.75833296061,-1.15463194561e-14,2.78116639085
1382,3.75813143641,0.364186856359,0.74,1022.68,61.6111111111,3.75813143641,3.99680288865e-15,2.78101726294
1383,3.75792991163,0.364207008837,0.74,1023.42,61.5833333333,3.75792991163,1.86517468137e-14,2.78086813461
1384,3.75772838627,0.364227161373,0.74,1024.16,61.5555555556,3.75772838627,-7.9936057773e-15,2.78071900584
1385,3.75752686032,0.364247313968,0.74,1024.9,61.5277777778,3.75752686032,4.17443857259e-14,2.78056987664
1386,3.75732533378,0.364267466622,0.74,1025.64,61.5,3.75732533378,2.04281036531e-14,2.78042074699
1387,3.75712380662,0.364287619338,0.74,1026.38,61.4722222222,3.75712380662,-1.7763568394e-15,2.7802716169
1388,3.75692227885,0.364307772115,0.74,1027.12,61.4444444444,3.75692227885,6.2172489379e-15,2.78012248635
1389,3.75672075046,0.364327924954,0.74,1027.86,61.4166666667,3.75672075046,3.37507799486e-14,2.77997335534
1390,3.75651922143,0.364348077857,0.74,1028.6,61.3888888889,3.75651922143,2.22044604925e-15,2.77982422386
1391,3.75631769177,0.364368230823,0.74,1029.34,61.3611111111,3.75631769177,-7.9936057773e-15,2.77967509191
1392,3.75611616145,0.364388383855,0.74,1030.08,61.3333333333,3.75611616145,1.15463194561e-14,2.77952595948
1393,3.75591463048,0.364408536952,0.74,1030.82,61.3055555556,3.75591463048,8.881784197e-16,2.77937682656
1394,3.75571309885,0.364428690115,0.74,1031.56,61.2777777778,3.75571309885,-3.06421554797e-14,2.77922769315
1395,3.75551156654,0.364448843346,0.74,1032.3,61.25,3.75551156654,-1.33226762955e-15,2.77907855924
1396,3.75531003354,0.364468996646,0.74,1033.04,61.2222222222,3.75531003354,1.15463194561e-14,2.77892942482
1397,3.75510849986,0.364489150014,0.74,1033.78,61.1944444444,3.75510849986,1.7763568394e-15,2.7787802899
1398,3.75490696548,0.364509303452,0.74,1034.52,61.1666666667,3.75490696548,2.22044604925e-15,2.77863115445
1399,3.75470543038,0.364529456962,0.74,1035.26,61.1388888889,3.75470543038,2.6645352591e-15,2.77848201848
1400,3.75450389458,0.364549610542,0.74,1036,61.1111111111,3.75450389458,1.7763568394e-15,2.77833288199
1401,3.75430235804,0.364569764196,0.74,1036.74,61.0833333333,3.75430235804,9.7699626167e-15,2.77818374495
1402,3.75410082077,0.364589917923,0.74,1037.48,61.0555555556,3.75410082077,1.86517468137e-14,2.77803460737
1403,3.75389928276,0.364610071724,0.74,1038.22,61.0277777778,3.75389928276,1.7763568394e-15,2.77788546924
1404,3.75369774399,0.364630225601,0.74,1038.96,61,3.75369774399,2.48689957516e-14,2.77773633055
1405,3.75349620447,0.364650379553,0.74,1039.7,60.9722222222,3.75349620447,2.30926389122e-14,2.7775871913
1406,3.75329466417,0.364670533583,0.74,1040.44,60.9444444444,3.75329466417,-6.66133814775e-15,2.77743805148
1407,3.75309312309,0.364690687691,0.74,1041.18,60.9166666667,3.75309312309,2.62012633812e-14,2.77728891109
1408,3.75289158123,0.364710841877,0.74,1041.92,60.8888888889,3.75289158123,2.04281036531e-14,2.77713977011
1409,3.75269003856,0.364730996144,0.74,1042.66,60.8611111111,3.75269003856,-6.2172489379e-15,2.77699062854
1410,3.75248849509,0.364751150491,0.74,1043.4,60.8333333333,3.75248849509,2.6645352591e-14,2.77684148637
1411,3.75228695081,0.364771304919,0.74,1044.14,60.8055555556,3.75228695081,5.77315972805e-15,2.7766923436
1412,3.7520854057,0.36479145943,0.74,1044.88,60.7777777778,3.7520854057,2.0872192863e-14,2.77654320021
1413,3.75188385975,0.364811614025,0.74,1045.62,60.75,3.75188385975,-4.88498130835e-15,2.77639405621
1414,3.75168231296,0.364831768704,0.74,1046.36,60.7222222222,3.75168231296,-2.22044604925e-15,2.77624491159
1415,3.75148076531,0.364851923469,0.74,1047.1,60.6944444444,3.75148076531,-1.42108547152e-14,2.77609576633
1416,3.7512792168,0.36487207832,0.74,1047.84,60.6666666667,3.7512792168,-2.44249065418e-14,2.77594662043
1417,3.75107766742,0.364892233258,0.74,1048.58,60.6388888889,3.75107766742,1.37667655054e-14,2.77579747389
1418,3.75087611716,0.364912388284,0.74,1049.32,60.6111111111,3.75087611716,5.3290705182e-15,2.7756483267
1419,3.750674566,0.3649325434,0.74,1050.06,60.5833333333,3.750674566,-3.01980662698e-14,2.77549917884
1420,3.75047301394,0.364952698606,0.74,1050.8,60.5555555556,3.75047301394,1.11022302463e-14,2.77535003032
1421,3.75027146097,0.364972853903,0.74,1051.54,60.5277777778,3.75027146097,4.4408920985e-15,2.77520088112
1422,3.75006990708,0.364993009292,0.74,1052.28,60.5,3.75006990708,-3.99680288865e-15,2.77505173124
1423,3.74986835226,0.365013164774,0.74,1053.02,60.4722222222,3.74986835226,-2.22044604925e-15,2.77490258067
1424,3.74966679649,0.365033320351,0.74,1053.76,60.4444444444,3.74966679649,-4.88498130835e-15,2.77475342941
1425,3.74946523978,0.365053476022,0.74,1054.5,60.4166666667,3.74946523978,-5.3290705182e-15,2.77460427743
1426,3.7492636821,0.36507363179,0.74,1055.24,60.3888888889,3.7492636821,2.975397706e-14,2.77445512475
1427,3.74906212345,0.365093787655,0.74,1055.98,60.3611111111,3.74906212345,-1.50990331349e-14,2.77430597135
1428,3.74886056381,0.365113943619,0.74,1056.72,60.3333333333,3.74886056381,-2.6645352591e-15,2.77415681722
1429,3.74865900319,0.365134099681,0.74,1057.46,60.3055555556,3.74865900319,-1.7763568394e-15,2.77400766236
1430,3.74845744156,0.365154255844,0.74,1058.2,60.2777777778,3.74845744156,-2.6645352591e-15,2.77385850675
1431,3.74825587892,0.365174412108,0.74,1058.94,60.25,3.74825587892,-3.06421554797e-14,2.7737093504
1432,3.74805431525,0.365194568475,0.74,1059.68,60.2222222222,3.74805431525,-3.46389583683e-14,2.77356019329
1433,3.74785275055,0.365214724945,0.74,1060.42,60.1944444444,3.74785275055,1.7763568394e-15,2.77341103541
1434,3.74765118481,0.365234881519,0.74,1061.16,60.1666666667,3.74765118481,-2.6645352591e-15,2.77326187676
1435,3.74744961801,0.365255038199,0.74,1061.9,60.1388888889,3.74744961801,6.66133814775e-15,2.77311271732
1436,3.74724805014,0.365275194986,0.74,1062.64,60.1111111111,3.74724805014,1.33226762955e-14,2.7729635571
1437,3.74704648119,0.365295351881,0.74,1063.38,60.0833333333,3.74704648119,2.0872192863e-14,2.77281439608
1438,3.74684491116,0.365315508884,0.74,1064.12,60.0555555556,3.74684491116,-3.68594044176e-14,2.77266523426
1439,3.74664334003,0.365335665997,0.74,1064.86,60.0277777778,3.74664334003,1.73194791842e-14,2.77251607162
1440,3.74644176779,0.365355823221,0.74,1065.6,60,3.74644176779,-2.22044604925e-14,2.77236690816
1441,3.74624019442,0.365375980558,0.74,1066.34,59.9722222222,3.74624019442,-4.88498130835e-15,2.77221774387
1442,3.74603861993,0.365396138007,0.74,1067.08,59.9444444444,3.74603861993,3.37507799486e-14,2.77206857875
1443,3.74583704429,0.365416295571,0.74,1067.82,59.9166666667,3.74583704429,-1.33226762955e-14,2.77191941277
1444,3.74563546749,0.365436453251,0.74,1068.56,59.8888888889,3.74563546749,1.46549439251e-14,2.77177024595
1445,3.74543388953,0.365456611047,0.74,1069.3,59.8611111111,3.74543388953,7.54951656745e-15,2.77162107825
1446,3.74523231039,0.365476768961,0.74,1070.04,59.8333333333,3.74523231039,-2.35367281221e-14,2.77147190969
1447,3.74503073007,0.365496926993,0.74,1070.78,59.8055555556,3.74503073007,3.5527136788e-15,2.77132274025
1448,3.74482914854,0.365517085146,0.74,1071.52,59.7777777778,3.74482914854,7.9936057773e-15,2.77117356992
1449,3.74462756579,0.365537243421,0.74,1072.26,59.75,3.74462756579,2.6645352591e-15,2.77102439869
1450,3.74442598183,0.365557401817,0.74,1073,59.7222222222,3.74442598183,-1.7763568394e-14,2.77087522655
1451,3.74422439662,0.365577560338,0.74,1073.74,59.6944444444,3.74422439662,-2.62012633812e-14,2.7707260535
1452,3.74402281017,0.365597718983,0.74,1074.48,59.6666666667,3.74402281017,1.42108547152e-14,2.77057687953
1453,3.74382122246,0.365617877754,0.74,1075.22,59.6388888889,3.74382122246,2.22044604925e-15,2.77042770462
1454,3.74361963348,0.365638036652,0.74,1075.96,59.6111111111,3.74361963348,-1.42108547152e-14,2.77027852877
1455,3.74341804321,0.365658195679,0.74,1076.7,59.5833333333,3.74341804321,1.50990331349e-14,2.77012935197
1456,3.74321645164,0.365678354836,0.74,1077.44,59.5555555556,3.74321645164,-2.53130849615e-14,2.76998017421
1457,3.74301485877,0.365698514123,0.74,1078.18,59.5277777778,3.74301485877,-2.17603712827e-14,2.76983099549
1458,3.74281326457,0.365718673543,0.74,1078.92,59.5,3.74281326457,8.881784197e-16,2.76968181578
1459,3.74261166904,0.365738833096,0.74,1079.66,59.4722222222,3.74261166904,-1.02140518266e-14,2.76953263509
1460,3.74241007216,0.365758992784,0.74,1080.4,59.4444444444,3.74241007216,-2.17603712827e-14,2.7693834534
1461,3.74220847393,0.365779152607,0.74,1081.14,59.4166666667,3.74220847393,-1.33226762955e-15,2.7692342707
1462,3.74200687432,0.365799312568,0.74,1081.88,59.3888888889,3.74200687432,-1.7763568394e-15,2.76908508699
1463,3.74180527332,0.365819472668,0.74,1082.62,59.3611111111,3.74180527332,-2.30926389122e-14,2.76893590226
1464,3.74160367093,0.365839632907,0.74,1083.36,59.3333333333,3.74160367093,2.04281036531e-14,2.76878671649
1465,3.74140206713,0.365859793287,0.74,1084.1,59.3055555556,3.74140206713,9.32587340685e-15,2.76863752968
1466,3.7412004619,0.36587995381,0.74,1084.84,59.2777777778,3.7412004619,2.04281036531e-14,2.76848834181
1467,3.74099885524,0.365900114476,0.74,1085.58,59.25,3.74099885524,1.24344978758e-14,2.76833915288
1468,3.74079724712,0.365920275288,0.74,1086.32,59.2222222222,3.74079724712,-7.9936057773e-15,2.76818996287
1469,3.74059563755,0.365940436245,0.74,1087.06,59.1944444444,3.74059563755,-3.81916720471e-14,2.76804077178
1470,3.74039402649,0.365960597351,0.74,1087.8,59.1666666667,3.74039402649,2.88657986403e-14,2.7678915796
1471,3.74019241394,0.365980758606,0.74,1088.54,59.1388888889,3.74019241394,9.7699626167e-15,2.76774238632
1472,3.73999079989,0.366000920011,0.74,1089.28,59.1111111111,3.73999079989,2.17603712827e-14,2.76759319192
1473,3.73978918432,0.366021081568,0.74,1090.02,59.0833333333,3.73978918432,3.5527136788e-15,2.7674439964
1474,3.73958756722,0.366041243278,0.74,1090.76,59.0555555556,3.73958756722,-5.3290705182e-15,2.76729479974
1475,3.73938594858,0.366061405142,0.74,1091.5,59.0277777778,3.73938594858,-3.19744231092e-14,2.76714560195
1476,3.73918432837,0.366081567163,0.74,1092.24,59,3.73918432837,-3.37507799486e-14,2.76699640299
1477,3.73898270658,0.366101729342,0.74,1092.98,58.9722222222,3.73898270658,-5.77315972805e-15,2.76684720287
1478,3.73878108321,0.366121891679,0.74,1093.72,58.9444444444,3.73878108321,8.43769498715e-15,2.76669800158
1479,3.73857945824,0.366142054176,0.74,1094.46,58.9166666667,3.73857945824,-1.64313007645e-14,2.7665487991
1480,3.73837783165,0.366162216835,0.74,1095.2,58.8888888889,3.73837783165,-1.28785870857e-14,2.76639959542
1481,3.73817620342,0.366182379658,0.74,1095.94,58.8611111111,3.73817620342,-1.24344978758e-14,2.76625039053
1482,3.73797457355,0.366202542645,0.74,1096.68,58.8333333333,3.73797457355,-8.881784197e-15,2.76610118443
1483,3.73777294202,0.366222705798,0.74,1097.42,58.8055555556,3.73777294202,1.28785870857e-14,2.7659519771
1484,3.73757130881,0.366242869119,0.74,1098.16,58.7777777778,3.73757130881,1.82076576039e-14,2.76580276852
1485,3.73736967392,0.366263032608,0.74,1098.9,58.75,3.73736967392,-1.64313007645e-14,2.7656535587
1486,3.73716803731,0.366283196269,0.74,1099.64,58.7222222222,3.73716803731,3.10862446895e-15,2.76550434761
1487,3.73696639898,0.366303360102,0.74,1100.38,58.6944444444,3.73696639898,6.2172489379e-15,2.76535513525
1488,3.73676475892,0.366323524108,0.74,1101.12,58.6666666667,3.73676475892,-1.59872115546e-14,2.7652059216
1489,3.7365631171,0.36634368829,0.74,1101.86,58.6388888889,3.7365631171,1.68753899743e-14,2.76505670666
1490,3.73636147352,0.366363852648,0.74,1102.6,58.6111111111,3.73636147352,-1.02140518266e-14,2.7649074904
1491,3.73615982815,0.366384017185,0.74,1103.34,58.5833333333,3.73615982815,-1.37667655054e-14,2.76475827283
1492,3.73595818098,0.366404181902,0.74,1104.08,58.5555555556,3.73595818098,-2.0872192863e-14,2.76460905393
1493,3.735756532,0.3664243468,0.74,1104.82,58.5277777778,3.735756532,-3.19744231092e-14,2.76445983368
1494,3.73555488119,0.366444511881,0.74,1105.56,58.5,3.73555488119,-1.90958360236e-14,2.76431061208
1495,3.73535322853,0.366464677147,0.74,1106.3,58.4722222222,3.73535322853,-1.50990331349e-14,2.76416138911
1496,3.73515157401,0.366484842599,0.74,1107.04,58.4444444444,3.73515157401,4.4408920985e-15,2.76401216477
1497,3.73494991761,0.366505008239,0.74,1107.78,58.4166666667,3.73494991761,-3.06421554797e-14,2.76386293903
1498,3.73474825931,0.366525174069,0.74,1108.52,58.3888888889,3.73474825931,-2.04281036531e-14,2.76371371189
1499,3.7345465991,0.36654534009,0.74,1109.26,58.3611111111,3.7345465991,1.11022302463e-14,2.76356448333
1500,3.73434493695,0.366565506305,0.74,1110,58.3333333333,3.73434493695,-2.04281036531e-14,2.76341525335
1501,3.73414327287,0.366585672713,0.74,1110.74,58.3055555556,3.73414327287,-1.24344978758e-14,2.76326602192
1502,3.73394160682,0.366605839318,0.74,1111.48,58.2777777778,3.73394160682,-1.06581410364e-14,2.76311678905
1503,3.73373993879,0.366626006121,0.74,1112.22,58.25,3.73373993879,1.15463194561e-14,2.7629675547
1504,3.73353826876,0.366646173124,0.74,1112.96,58.2222222222,3.73353826876,-4.30766533555e-14,2.76281831888
1505,3.73333659672,0.366666340328,0.74,1113.7,58.1944444444,3.73333659672,0,2.76266908157
1506,3.73313492265,0.366686507735,0.74,1114.44,58.1666666667,3.73313492265,-1.33226762955e-14,2.76251984276
1507,3.73293324652,0.366706675348,0.74,1115.18,58.1388888889,3.73293324652,-2.04281036531e-14,2.76237060243
1508,3.73273156833,0.366726843167,0.74,1115.92,58.1111111111,3.73273156833,2.0872192863e-14,2.76222136057
1509,3.73252988806,0.366747011194,0.74,1116.66,58.0833333333,3.73252988806,-3.15303338994e-14,2.76207211716
1510,3.73232820568,0.366767179432,0.74,1117.4,58.0555555556,3.73232820568,-2.6645352591e-14,2.7619228722
1511,3.73212652118,0.366787347882,0.74,1118.14,58.0277777778,3.73212652118,-3.15303338994e-14,2.76177362567
1512,3.73192483454,0.366807516546,0.74,1118.88,58,3.73192483454,8.881784197e-15,2.76162437756
1513,3.73172314574,0.366827685426,0.74,1119.62,57.9722222222,3.73172314574,1.37667655054e-14,2.76147512785
1514,3.73152145477,0.366847854523,0.74,1120.36,57.9444444444,3.73152145477,-6.66133814775e-15,2.76132587653
1515,3.7313197616,0.36686802384,0.74,1121.1,57.9166666667,3.7313197616,-7.1054273576e-15,2.76117662359
1516,3.73111806622,0.366888193378,0.74,1121.84,57.8888888889,3.73111806622,-4.4408920985e-16,2.761027369
1517,3.73091636861,0.366908363139,0.74,1122.58,57.8611111111,3.73091636861,-1.99840144433e-14,2.76087811277
1518,3.73071466874,0.366928533126,0.74,1123.32,57.8333333333,3.73071466874,1.15463194561e-14,2.76072885487
